일련번호,시도명,시군구명,대피지구명,대피장소명,주소,경도,위도,수용가능인원수,해변으로부터거리,대피소 분류명,내진적용여부,해발높이
309,경상북도,포항시남구,발산지구,발산교회 옆 공터,경상북도 포항시남구 동해면 발산리 376-4,129.50753760,36.03335700,31,390,공터,,17
310,경상북도,포항시남구,병포지구,경북대수련원 앞 공터,경상북도 포항시남구 구룡포읍 하정리 31-3,129.55075520,35.97525600,50,760,공터,,15
311,경상북도,포항시남구,병포지구,"구, 포항과학기술고등학교 앞",경상북도 포항시남구 구룡포읍 병포리 139-1,129.55091250,35.98320300,50,160,학교운동장,,35
312,경상북도,포항시남구,삼정지구,MGM 그랜드모텔 앞,경상북도 포항시남구 구룡포읍 삼정리 485-3,129.56847300,36.00018500,400,700,공터,,18
313,경상북도,포항시남구,삼정지구,우리수산 앞,경상북도 포항시 남구 구룡포읍 석병리 904-2,129.57650600,36.01461800,400,390,공터,,28
314,경상북도,포항시남구,삼정지구,삼정2리 버스승강장 앞,경상북도 포항시남구 구룡포읍 삼정리 148-50,129.57439060,36.00541900,200,1150,공터,,12
289,경상북도,포항시남구,계원지구,세계원 횟집 앞,경상북도 포항시 남구 장기면 계원리 324,129.52532800,35.86150100,1011,240,공터,,14
290,경상북도,포항시남구,계원지구,등대회식당 버스승강장,경상북도 포항시 남구 장기면 계원리 26-3,129.53004640,35.86825300,1500,278,공터,,32
291,경상북도,포항시남구,구룡포지구,구룡포 초등학교 앞,경상북도 포항시 남구 구룡포읍 구룡포리 765-1,129.55286710,35.98996000,30,130,학교운동장,,8
316,경상북도,포항시남구,석병지구,구룡포청소년회관 앞,경상북도 포항시남구 구룡포읍 석병리 250,129.57412000,36.02932500,60,670,공터,,43
317,경상북도,포항시남구,석병지구,대성수산 입구 앞,경상북도 포항시남구 구룡포읍 석병리 20-1,129.57914410,36.03133000,179,500,공터,,18
318,경상북도,포항시남구,석병지구,석병교회 옆,경상북도 포항시남구 구룡포읍 석병리 640-2,129.57743100,36.02115600,130,670,공터,,29
319,경상북도,포항시남구,송도2지구,송도초등학교,경상북도 포항시남구 송도동 311-285,129.37990200,36.03370500,500,540,학교운동장,,6
320,경상북도,포항시남구,신창지구,부산돼지국밥 옆,경상북도 포항시남구 장기면 신창리 237-2,129.52323200,35.89241800,70,200,공터,,10
321,경상북도,포항시남구,신창지구,신창리 산15-1 공터,경상북도 포항시남구 장기면 신창리 66-2,129.52596970,35.90109700,179,215,공터,,35
322,경상북도,포항시남구,신창지구,황제노래연습장 앞,경상북도 포항시남구 장기면 신창리 479-4,129.52665200,35.88522600,97,300,공터,,16
323,경상북도,포항시남구,양포지구,신창리 400-1앞 도로 옆 공터,경상북도 포항시남구 장기면 신창리 400-1,129.52696100,35.88416700,1800,770,공터,,23
324,경상북도,포항시남구,양포지구,양포초등학교 앞,경상북도 포항시남구 장기면 양포리 487-18,129.51309800,35.87631000,82,586,학교운동장,,9
325,경상북도,포항시남구,영암지구,영암리 버스승강장 앞,경상북도 포항시남구 장기면 영암리 101-2,129.52599940,35.90406700,265,315,공터,,13
326,경상북도,포항시남구,영암지구,백경오토캠핑장 앞,경상북도 포항시남구 장기면 영암리 344-2,129.52541000,35.90975500,265,420,학교운동장,,17
327,경상북도,포항시남구,임곡지구,임곡1리 버스승강장 앞,경상북도 포항시 남구 동해면 임곡리 576-6,129.45740100,35.99417300,40,200,공터,,23
328,경상북도,포항시남구,임곡지구,청룡회관 입구,경상북도 포항시남구 동해면 임곡리 310-2,129.46122700,36.00021200,41,540,공터,,32
329,경상북도,포항시남구,입암지구,카페마레 옆 공터,경상북도 포항시남구 동해면 입암리 652-2,129.46684470,36.00738400,21,220,공터,,20
300,경상북도,포항시남구,대동배지구,대동배1리보건진료소 앞,경상북도 포항시 남구 호미곶면 대동배리 420-3,129.53134200,36.05559100,80,575,공터,,13
301,경상북도,포항시남구,대동배지구,대동배2리마을 뒤,경상북도 포항시 남구 호미곶면 대동배리 산26-6,129.53726410,36.06574600,70,400,공터,,14
302,경상북도,포항시남구,대동배지구,대동배2리버스승강장앞,경상북도 포항시 남구 호미곶면 대동배리 48-2,129.54072020,36.06488000,50,100,공터,,23
303,경상북도,포항시남구,도구지구,동해초등학교 앞,경상북도 포항시 남구 동해면 도구리 670,129.44063590,35.98822100,267,535,학교운동장,,10
335,경상북도,포항시남구,하정지구,하정축양장 앞 공터,경상북도 포항시 남구 구룡포읍 하정리 115-2,129.55263300,35.97075900,350,670,공터,,12
336,경상북도,포항시남구,호미곶지구,대보초등학교 앞,경상북도 포항시 남구 호미곶면 구만리 123,129.55750160,36.07825700,500,485,학교운동장,,9
337,경상북도,포항시남구,호미곶지구,대보1교차로 앞,경상북도 포항시 남구 대보면 대보리 14-9,129.57006200,36.06507100,53,335,공터,,15
338,경상북도,포항시남구,호미곶지구,해맞이광장입구 버스승강장,경상북도 포항시 남구 호미곶면 대보리 295-2,129.56459700,36.07627700,40,180,공터,,13
339,경상북도,포항시남구,호미곶지구,호미곶면사무소 앞,경상북도 포항시 남구 호미곶면 구만리 47-7,129.55562230,36.08065000,15,610,공터,,22
340,경상북도,포항시남구,흥환지구,마산리 마을 뒤 공터,경상북도 포항시 남구 동해면 마산리 68-6,129.48929700,36.01545100,55,275,공터,,19
315,경상북도,포항시남구,삼정지구,포스코수련원 앞,경상북도 포항시남구 구룡포읍 삼정리 95-3,129.57654080,36.00939700,80,390,공터,,11
347,경상북도,포항시북구,두호지구,포항고등학교 앞,경상북도 포항시 북구 학산동 288,129.37064180,36.05634300,500,1130,학교운동장,,19
348,경상북도,포항시북구,두호지구,학산5어린이공원,경상북도 포항시 북구 항구동 344-6,129.37524400,36.05692000,100,330,공터,,20
349,경상북도,포항시북구,방석지구,1박2일펜션 앞,경상북도 포항시 북구 송라면 방석리 104,129.38164800,36.23463800,280,200,공터,,23
350,경상북도,포항시북구,방석지구,조사리버스승강장 앞,경상북도 포항시 북구 송라면 조사리 71-12,129.38448000,36.22239100,293,260,공터,,13
351,경상북도,포항시북구,방어지구(포항),방어침례교회 앞,경상북도 포항시 북구 청하면 방어리 122,129.38144500,36.21190700,200,170,공터,,12
352,경상북도,포항시북구,방어지구(포항),월포백번횟집앞,경상북도 포항시 북구 청하면 방어리 산16,129.37663300,36.20870500,200,690,공터,,12
353,경상북도,포항시북구,송도1지구,포항시립아트홀 앞,경상북도 포항시 북구 덕산동 129-1,129.36701060,36.04085300,200,1560,공터,,13
354,경상북도,포항시북구,오도지구,사방기념관 입구,경상북도 포항시 북구 흥해읍 오도리 87,129.39793900,36.16342800,40,330,공터,,18
355,경상북도,포항시북구,오도지구,오도해수욕장 입구,경상북도 포항시 북구 흥해읍 오도리 359-3,129.39839600,36.15410900,48,220,공터,,20
356,경상북도,포항시북구,오도지구,작은펜션 앞 공터,경상북도 포항시 북구 흥해읍 오도리 543,129.39612800,36.15731100,40,570,공터,,34
357,경상북도,포항시북구,용두지구,오션뷰 펜션 앞,경상북도 포항시 북구 청하면 용두리 49-2,129.36947500,36.19466700,160,395,공터,,15
358,경상북도,포항시북구,용한지구,용한1리 마을입구,경상북도 포항시 북구 흥해읍 용한리 산 41-1,129.42661220,36.11002700,21,200,공터,,31
341,경상북도,포항시남구,흥환지구,마산리 버스승강장 앞 공터,경상북도 포항시 남구 동해면 마산리 69-5,129.48945400,36.01514300,50,230,공터,,22
342,경상북도,포항시남구,흥환지구,흥환리 마을회관 뒷산,경상북도 포항시 남구 동해면 흥환리 314,129.50414770,36.02639300,100,140,공터,,11
343,경상북도,포항시남구,흥환지구,흥환주유소 옆 공터,경상북도 포항시 남구 동해면 흥환리 442-3,129.50683600,36.02426600,30,515,공터,,22
344,경상북도,포항시북구,곡강지구,곡강3리 마을뒷편 공터,경상북도 포항시 북구 흥해읍 곡강리 산87,129.39881900,36.12762100,20,500,공터,,14
345,경상북도,포항시북구,곡강지구,칠포해수욕장위부대앞,경상북도 포항시 북구 흥해읍 칠포리 산109-10,129.39647500,36.13270400,8,400,공터,,36
330,경상북도,포항시남구,입암지구,입암2리마을회관 앞 공터,경상북도 포항시남구 동해면 입암리 425-1,129.47694780,36.01327800,20,180,공터,,15
331,경상북도,포항시남구,청림지구,청림초등학교 앞,경상북도 포항시남구 청림동 934-6,129.40428590,35.99441500,500,2100,학교운동장,,9
332,경상북도,포항시남구,청림지구,해병대 북문 주변,경상북도 포항시 남구 일월동 675-1,129.41527400,35.99407600,150,975,공터,,12
333,경상북도,포항시남구,하정지구,장길리교회 앞,경상북도 포항시 남구 구룡포읍 장길리 108-3,129.54539600,35.95441500,89,320,공터,,16
334,경상북도,포항시남구,하정지구,하정리 269번지 도로,경상북도 포항시 남구 구룡포읍 하정리 269,129.54679680,35.96535300,401,710,도로변,,12
359,경상북도,포항시북구,월포지구,월포다리,경상북도 포항시 북구 청하면 월포리 3-18,129.37262100,36.20788300,500,650,공공건축물,여,10
360,경상북도,포항시북구,월포지구,월포초교 뒷뜰앞,경상북도 포항시 북구 청하면 용두리 481-2,129.36735800,36.20340700,506,650,공터,,14
361,경상북도,포항시북구,이가지구,이가리 산68-3 일원,경상북도 포항시 북구 청하면 이가리 산68-3,129.37866200,36.18775100,200,230,공터,,23
362,경상북도,포항시북구,이가지구,이가힐펜션 앞,경상북도 포항시 북구 청하면 이가리 911,129.38389170,36.18375200,120,450,공터,,20
363,경상북도,포항시북구,죽천지구,죽천마을입구 앞 버스정류장,경상북도 포항시 북구 흥해읍 죽천리 711-1,129.41768450,36.09123500,80,400,공터,,16
364,경상북도,포항시북구,죽천지구,죽천초등학교 앞,경상북도 포항시 북구 흥해읍 우목리 105,129.42761130,36.09724300,200,200,학교운동장,,22
365,경상북도,포항시북구,죽천지구,해뜨는집 앞 공터,경상북도 포항시 북구 흥해읍 죽천리 173-16,129.41755010,36.08860500,90,730,공터,,30
366,경상북도,포항시북구,지경지구,지경검문소 앞 공터,경상북도 포항시 북구 송라면 지경리 199-1,129.37436800,36.26329500,130,160,공터,,14
367,경상북도,포항시북구,지경지구,화진교 옆 공터,경상북도 포항시 북구 송라면 지경리 621,129.37046100,36.25009800,50,445,공터,,9
368,경상북도,포항시북구,지경지구,화진휴게소 입구,경상북도 포항시 북구 송라면 지경리 342-6,129.37169800,36.25354200,140,280,공터,,19
369,경상북도,포항시북구,청진지구,선정마을입구 앞,경상북도 포항시 북구 청하면 청진리 309,129.39281600,36.17461500,80,600,공터,,27
370,경상북도,포항시북구,청진지구,스타팜펜션 앞 공터,경상북도 포항시 북구 청하면 청진리 413-1,129.39628900,36.17027000,50,170,공터,,20
371,경상북도,포항시북구,청진지구,청진1리 GS주유소 앞,경상북도 포항시 북구 청하면 청진리 78,129.39046600,36.17905900,70,260,공터,,30
372,경상북도,포항시북구,칠포1지구,칠포1리 고지대,경상북도 포항시 북구 흥해읍 칠포리 54-4,129.39680600,36.14561900,70,250,공터,,22
373,경상북도,포항시북구,칠포2지구,칠포2주유소 앞 공터,경상북도 포항시 북구 흥해읍 칠포리 265-1,36.14083600,129.39243500,34,230,공터,,16
346,경상북도,포항시북구,두호지구,두호1어린이공원,경상북도 포항시 북구 두호동 1084-2,129.38118400,36.06455500,100,1150,공터,,14
394,경상북도,경주시,대본지구,대본초등학교,경상북도 경주시 감포읍 대본리 671,129.48383900,35.74502000,200,100,학교운동장,,15
395,경상북도,경주시,대본지구,전망대횟집 앞 야산,경상북도 경주시 감포읍 대본리 산172-2,129.49147000,35.75258700,1000,100,공터,,15
396,경상북도,경주시,봉길지구,수재마을소공원,경상북도 경주시 양북면 봉길리 58-6,129.48179100,35.73621200,100,300,공터,,10
397,경상북도,경주시,오류지구,감포댐 입구,경상북도 경주시 감포읍 오류리 산14-81,129.51199700,35.83685500,1000,150,공터,,12
385,경상북도,경주시,관성지구,통일로 토종순대국,경상북도 경주시 양남면 수렴리 94-9,129.46290700,35.66740600,500,150,공터,,15
386,경상북도,경주시,관성지구,현대자동차 수련원,경상북도 경주시 양남면 수렴리 240-6,129.45860000,35.66864000,1000,300,공터,,20
383,경상북도,경주시,감포지구,감포초등학교,경상북도 경주시 감포읍 감포리 16,129.50201900,35.80959800,1300,300,학교운동장,,15
384,경상북도,경주시,관성지구,바다모텔 옆 야산,경상북도 경주시 양남면 수렴리 산85-5,129.45090000,35.65906000,200,120,공터,,15
382,경상북도,경주시,감포지구,감포읍사무소,경상북도 경주시 감포읍 감포리 56-1,129.50167600,35.80739600,100,170,공공건축물,미적용,15
381,경상북도,경주시,감포지구,감포읍 주민복지회관,경상북도 경주시 감포읍 천촌리 221,129.49369200,35.79854800,500,500,공공건축물,2등급,20
378,경상북도,포항시북구,환여지구,환호 여중 앞,경상북도 포항시 북구 환호동 69,129.40075930,36.07108600,370,350,학교운동장,,14
379,경상북도,포항시북구,환여지구,환호동해맞이공원,경상북도 포항시 북구 환호동 323-3,129.39545170,36.06822800,570,560,공터,,14
380,경상북도,경주시,감포지구,감포읍 버스공용주차장,경상북도 경주시 감포읍 전동리 115,129.49659600,35.80342200,500,600,공터,,30
374,경상북도,포항시북구,화진지구,화진1리 버스정류장 옆,경상북도 포항시 북구 송라면 화진리 261-1,129.38239800,36.23657900,210,600,공터,,24
375,경상북도,포항시북구,화진지구,화진2리 화진비치펜션 앞,경상북도 포항시 북구 송라면 화진리 180-1,129.38191600,36.23931200,208,400,공터,,21
376,경상북도,포항시북구,환여지구,포항해양과학고 앞,경상북도 포항시 북구 환호동 2-8,129.40616600,36.07405900,200,730,학교운동장,,22
377,경상북도,포항시북구,환여지구,해안로511번길10,경상북도 포항시 북구 여남동 97,129.41318500,36.07348900,150,160,공터,,23
400,경상북도,경주시,오류지구,일출빌라 뒤 야산,경상북도 경주시 감포읍 오류리 326-2,129.51095700,35.81621200,1000,200,공터,,20
401,경상북도,경주시,읍천지구,읍천1리 마을회관 뒤 솔밭,경상북도 경주시 양남면 읍천리 산54,129.47253600,35.69067200,3000,140,공터,,20
402,경상북도,경주시,하서지구,양남중학교 운동장,경상북도 경주시 양남면 하서리 651,129.46015400,35.67386500,1000,400,학교운동장,,15
403,경상북도,경주시,하서지구,카리브모텔 뒤 야산,경상북도 경주시 양남면 하서리 195-1,129.47010000,35.68226000,1000,150,공터,,20
387,경상북도,경주시,나아지구,나산초등학교,경상북도 경주시 양남면 읍천리 17,129.47030000,35.69788000,1000,400,학교운동장,,15
388,경상북도,경주시,나정지구,나정1리 마을회관 앞 야산,경상북도 경주시 감포읍 나정리 203,129.49110500,35.77870100,500,180,공터,,15
389,경상북도,경주시,나정지구,나정2리 마을회관 뒤 솔밭,경상북도 경주시 감포읍 나정리 223-2,129.49294600,35.77764400,1000,150,공터,,20
390,경상북도,경주시,나정지구,시드니 낚시마트 뒤 야산,경상북도 경주시 감포읍 천촌리 105-2,129.49489400,35.79270300,1000,100,공터,,40
391,경상북도,경주시,나정지구,전촌1리 마을회관,경상북도 경주시 감포읍 천촌리 532-1,129.48836900,35.79285300,50,550,공공건축물,미적용,15
392,경상북도,경주시,대본지구,감포관광단지 주차장,경상북도 경주시 감포읍 대본리 1247,129.49246900,35.76335100,3000,100,공터,,15
393,경상북도,경주시,대본지구,대본3리 마을회관 앞 공터,경상북도 경주시 감포읍 대본리 606-6,129.48594200,35.74660970,50,100,공터,미적용,15
426,경상북도,영덕군,금진2지구,소하민박뒤,경상북도 영덕군 강구면 영덕대게로 229-10,129.39527400,36.36919700,50,70,공터,,20
413,경상북도,영덕군,경정3지구,경정석산(버스승강장),경상북도 영덕군 축산면 고경길 256,129.43181400,36.47509300,100,200,도로변,,35
414,경상북도,영덕군,구계지구,구계승강장,경상북도 영덕군 남정면 남정면 동해대로 4048,129.37969700,36.32054500,200,120,도로변,,30
415,경상북도,영덕군,구계지구,마을뒷산,경상북도 영덕군 남정면 남정면 구계리 319-1,129.37850000,36.32090000,220,220,공터,,20
416,경상북도,영덕군,구계지구,w펜션(구.아이씨프라자),경상북도 영덕군 남정면 남정면 동해대로 4000,129.37851400,36.31657200,150,50,공터,,30
417,경상북도,영덕군,구계지구,제당뒷산,경상북도 영덕군 남정면 남정면 구계리 253-2,129.37850000,36.32090000,310,310,공터,,25
418,경상북도,영덕군,금곡1지구,금곡1서낭당,경상북도 영덕군 병곡면 거무실2길 25-23,129.40885900,36.64228600,150,600,공터,,28
419,경상북도,영덕군,금곡1지구,마을뒷산,경상북도 영덕군 병곡면 거무실1길 54,129.41277100,36.64189600,150,500,공터,,25
404,경상북도,영덕군,강구지구,대게축구장입구,경상북도 영덕군 강구면 강영로 16-111,129.38971000,36.36233600,500,300,공터,,40
405,경상북도,영덕군,강구지구,미혜식당뒤,경상북도 영덕군 강구면 영덕대게로 143-9,129.39269000,36.36193400,400,65,공터,,31
406,경상북도,영덕군,강구지구,수협창고뒤,경상북도 영덕군 강구면 강구길 20-6,129.38587500,36.35996500,400,400,공터,,36
407,경상북도,영덕군,거무역지구,7번국도변(거무역),경상북도 영덕군 병곡면 아실길 9,129.39971400,36.57654200,100,480,공터,,24
408,경상북도,영덕군,거무역지구,학생해양수련원,경상북도 영덕군 병곡면 고래불로 201,129.41250000,36.57863700,500,100,공터,,21
409,경상북도,영덕군,경정1지구,경정교회 뒷산,경상북도 영덕군 축산면 경정1길 24-9,129.43171600,36.48488200,200,350,공터,,30
410,경상북도,영덕군,경정1지구,경정해수욕장 뒷산,경상북도 영덕군 축산면 경정2길 3,129.43280300,36.48261500,100,100,공터,,25
411,경상북도,영덕군,경정1지구,축산항초등학교 경정분교뒤 공터,경상북도 영덕군 축산면 경정길 17,129.43365700,36.48608600,200,350,학교운동장,,20
412,경상북도,영덕군,경정2지구,태흥모텔 앞 공터,경상북도 영덕군 축산면 영덕대게로 1861,129.44288300,36.49365200,250,150,공터,,30
398,경상북도,경주시,오류지구,감포리조트펜션 주차장,경상북도 경주시 감포읍 오류리 137,129.51843000,35.83817300,500,130,공터,,12
399,경상북도,경주시,오류지구,감포중·고등학교,경상북도 경주시 감포읍 오류리 478-2,129.50675900,35.81077100,1300,350,학교운동장,,20
440,경상북도,영덕군,대진3지구,마을뒤 야산 2,경상북도 영덕군 영해면 건달길 11-21,129.43880200,36.55062600,150,70,공터,,20
441,경상북도,영덕군,대탄지구,창호민박뒤,경상북도 영덕군 영덕읍 대탄1길 7,129.43226900,36.43384300,130,260,공터,,49
427,경상북도,영덕군,금진2지구,풍성호뒤,경상북도 영덕군 강구면 영덕대게로 221-16,129.39446900,36.36864800,50,70,공터,,20
428,경상북도,영덕군,남호지구,남호승강장,경상북도 영덕군 남정면 남호리 119-2,129.37377800,36.33340100,100,120,공터,,30
429,경상북도,영덕군,남호지구,웰빙문화테마마을입구,경상북도 영덕군 남정면 동해대로 4165-17,129.37751708,36.32953985,70,600,공터,,28
430,경상북도,영덕군,노물지구,경노회관뒤 골목,경상북도 영덕군 영덕읍 노물길 11-8,129.43436200,36.44647100,25,140,공터,,48
431,경상북도,영덕군,노물지구,구)보건소 맞은편,경상북도 영덕군 영덕읍 노물1길 15,129.43106900,36.44681200,35,370,공터,,42
432,경상북도,영덕군,노물지구,선창횟집 뒤,경상북도 영덕군 영덕읍 노물2길 12,129.43115000,36.44626900,20,320,공터,,45
433,경상북도,영덕군,노물지구,대원사입구,경상북도 영덕군 영덕읍 노물1길 27,129.43058600,36.44779100,35,430,공터,,54
434,경상북도,영덕군,노물지구,지미슈퍼뒤 공터,경상북도 영덕군 영덕읍 영덕대게로 1296,129.43293000,36.44700100,20,250,공터,,35
435,경상북도,영덕군,노물지구,해녀횟집뒤 골목,경상북도 영덕군 영덕읍 노물길 42-2,129.43494700,36.44644100,25,160,공터,,46
436,경상북도,영덕군,대부지구,구)마을회관옆,경상북도 영덕군 영덕읍 영덕대게로 691-13,129.42111200,36.40141300,150,90,공터,,35
420,경상북도,영덕군,금곡1지구,칠보산도로변,경상북도 영덕군 병곡면 칠보산길 1296,129.41060000,36.63861100,200,300,공터,,79
421,경상북도,영덕군,금곡2지구,구국도변 공터,경상북도 영덕군 병곡면 군지경로 106,129.42201400,36.64340600,70,300,공터,,28
422,경상북도,영덕군,금곡2지구,구국도변 공터 2,경상북도 영덕군 병곡면 군지경로 92,129.42062100,36.64205100,80,300,공터,,35
423,경상북도,영덕군,금진1지구,대구대학교연수원,경상북도 영덕군 강구면 번영길 235,129.40311900,36.37981900,500,80,공터,,22
424,경상북도,영덕군,금진1지구,마을뒷산(금진),경상북도 영덕군 강구면 영덕대게로 405,129.40510000,36.38193700,100,50,공터,,23
425,경상북도,영덕군,금진2지구,금진택지입구,경상북도 영덕군 강구면 금진길 14-4,129.39382600,36.36612400,200,180,공터,,22
459,경상북도,영덕군,오보지구,오보교회뒤,경상북도 영덕군 영덕읍 오보길 25-5,129.43211700,36.44238700,50,170,공터,,47
460,경상북도,영덕군,오보지구,오보보건소뒤,경상북도 영덕군 영덕읍 오보길 3-2,129.43022800,36.44130100,80,280,공터,,30
461,경상북도,영덕군,오포1지구,오포1리 마을뒷산(1),경상북도 영덕군 강구면 오포3길 9,129.37424200,36.36172200,100,550,공터,,340
462,경상북도,영덕군,오포1지구,오포1리 마을뒷산(2),경상북도 영덕군 강구면 오포리 산10,129.37334700,36.36483900,200,600,공터,,340
442,경상북도,영덕군,대탄지구,대탄갈릴리교회 뒤,경상북도 영덕군 영덕읍 대탄길 14-5,129.43090274,36.43558796,130,330,공터,,10
443,경상북도,영덕군,덕천지구,영덕경찰수련원,경상북도 영덕군 병곡면 영덕로 2108-152,129.41694300,36.56880200,300,500,공터,,20
444,경상북도,영덕군,백석1지구,철암산 1,경상북도 영덕군 병곡면 백석길 25,129.40923900,36.62097800,300,400,공터,,56
445,경상북도,영덕군,백석1지구,철암산 2,경상북도 영덕군 병곡면 백석길 11-12,129.40973900,36.61901400,300,400,공터,,56
446,경상북도,영덕군,백석2지구,7번국도변(백석지구),경상북도 영덕군 병곡면 동해대로 7686,129.39968200,36.57653400,300,300,공터,,59
447,경상북도,영덕군,백석2지구,동해안휴게소,경상북도 영덕군 병곡면 동해대로 7656,129.41093400,36.62349400,300,300,공터,,59
448,경상북도,영덕군,병곡지구,바다향기펜션,경상북도 영덕군 병곡면 병곡1길 37,129.41462500,36.60373200,200,300,공터,,49
449,경상북도,영덕군,병곡지구,병곡휴게소,경상북도 영덕군 병곡면 흰돌로 20,129.41325200,36.60621500,800,600,공터,,41
450,경상북도,영덕군,부경지구,힐링턴콘도,경상북도 영덕군 남정면 동해대로 3478,129.37707402,36.27232363,400,90,공터,,30
451,경상북도,영덕군,부흥지구,마을회관,경상북도 영덕군 남정면 부흥1길 27,129.37650200,36.29183800,300,130,공터,,30
452,경상북도,영덕군,사진1지구,마을뒤야산,경상북도 영덕군 영해면 영덕대게로 2467-29,129.43751700,36.53874700,100,250,공터,,35
453,경상북도,영덕군,사진2지구,마을뒤 공터,경상북도 영덕군 영해면 괴시사진길 319,129.43915000,36.53106500,150,150,공터,,40
454,경상북도,영덕군,사진3지구,마을뒤야산,경상북도 영덕군 영해면 공수진길 44,129.43751700,36.53874700,100,150,공터,,20
437,경상북도,영덕군,대부지구,창포교회뒤편,경상북도 영덕군 영덕읍 영덕대게로 739,129.42304800,36.40397500,400,85,공터,,35
438,경상북도,영덕군,대진1지구,대진1리 마을뒤 야산,경상북도 영덕군 영해면 대진리 산10-7,129.42827400,36.56187000,160,230,공터,,30
439,경상북도,영덕군,대진2지구,마을뒤 야산 1,경상북도 영덕군 영해면 관대길 77,129.42856800,36.55629200,200,150,공터,,20
