일련번호,시도명,시군구명,대피지구명,대피장소명,주소,경도,위도,수용가능인원수,해변으로부터거리,대피소 분류명,내진적용여부,해발높이
472,경상북도,영덕군,창포지구,창포보건소뒤,경상북도 영덕군 영덕읍 영덕대게로 767-5,129.42339500,36.40775600,30,100,공터,,29
473,경상북도,영덕군,창포지구,창포일반(강유복 집뒤),경상북도 영덕군 영덕읍 창포1길 19-8,129.42935900,36.41200600,30,150,공터,,29
474,경상북도,영덕군,창포지구,창포초등학교,경상북도 영덕군 영덕읍 창포길 2-12,129.42791500,36.40944100,430,100,학교운동장,,25
463,경상북도,영덕군,"오포2,3지구",강구정보고,경상북도 영덕군 강구면 신강구길1길 41,129.37994900,36.35337700,1200,600,학교운동장,,22
464,경상북도,영덕군,"오포2,3지구",강구초등학교,경상북도 영덕군 강구면 나비산길 8,129.37878000,36.35643500,500,490,학교운동장,,20
465,경상북도,영덕군,"오포2,3지구",독도수산뒤,경상북도 영덕군 강구면 신강구길 88,129.38600000,36.35300000,500,160,공터,,37
466,경상북도,영덕군,"오포2,3지구",오포대게식당뒤,경상북도 영덕군 강구면 신강구길 74,129.38647300,36.35401100,500,200,공터,,33
467,경상북도,영덕군,원척지구,마을공터,경상북도 영덕군 남정면 동해대로 3788,129.37763900,36.29789700,270,70,공터,,30
468,경상북도,영덕군,장사지구(영덕),남정중학교,경상북도 영덕군 남정면 진불길 11-20,129.37085500,36.28362000,500,500,공터,,30
469,경상북도,영덕군,장사지구(영덕),부흥2리 뒷산,경상북도 영덕군 남정면 산정로 57,129.36786900,36.28788200,250,200,공터,,30
455,경상북도,영덕군,삼사지구,삼사공원입구1,경상북도 영덕군 강구면 해상공원길 9,129.38206400,36.34543500,500,250,도로변,,27
456,경상북도,영덕군,삼사지구,삼사공원입구2,경상북도 영덕군 강구면 해상공원길 34,129.38494500,36.34525500,150,100,도로변,,27
457,경상북도,영덕군,삼사지구,씨아일랜드주차장,경상북도 영덕군 강구면 동해대로 4280,129.38157800,36.34015800,50,60,공터,,10
458,경상북도,영덕군,영4지구,영4리 야산,경상북도 영덕군 병곡면 영길 7,129.40270000,36.59352000,300,600,공터,,49
493,경상북도,울진군,산포지구4,산포리523번지일대밭,경상북도 울진군 근남면 산포리 523,129.41356500,36.95774000,150,220,공터,,11
494,경상북도,울진군,"산포지구1,2",산포리641-2번지도로일대,경상북도 울진군 근남면 산포리 642,129.41222700,36.96189600,100,200,도로변,,14
495,경상북도,울진군,"산포지구1,2",해맞이공원주차장,경상북도 울진군 근남면 산포리 661-3,129.41229400,36.96454900,300,220,공터,,21
485,경상북도,울진군,노음지구,근남문화체육센터,경상북도 울진군 근남면 울진북로 151-3,129.39558200,36.96361300,300,1700,공공건축물,,6
486,경상북도,울진군,노음지구,노음초등학교,경상북도 울진군 근남면 노음6길 22,129.39183000,36.95866500,300,2000,학교운동장,,7
487,경상북도,울진군,노음지구,경원아파트,경상북도 울진군 근남면 노음리 331-4,129.39433500,36.96089900,200,1800,민간건축물,,6
488,경상북도,울진군,산포지구3,산포리1030-4번지일대밭,경상북도 울진군 근남면 산포리 1030-4,129.40870900,36.95873000,100,630,공터,,14
489,경상북도,울진군,산포지구4,산포리18번지일대밭,경상북도 울진군 근남면 산포리 18,129.41630100,36.95460100,150,130,공터,,17
490,경상북도,울진군,산포지구5,산포리92번지일대밭,경상북도 울진군 근남면 산포리 312,129.41529200,36.94754400,100,250,공터,,8
484,경상북도,울진군,산포지구3,방사능센터,경상북도 울진군 근남면 산포1길 34,129.40253400,36.96128200,300,1100,공공건축물,,5
481,경상북도,영덕군,하저지구,탁주합동제조장뒤,경상북도 영덕군 강구면 영덕대게로 509-19,129.40840000,36.39200500,100,430,공터,,12
482,경상북도,영덕군,하저지구,푸른바다민박뒤,경상북도 영덕군 강구면 영덕대게로 555,129.41412200,36.39351100,100,270,공터,,11
483,경상북도,영덕군,하저지구,하저문화마을뒤,경상북도 영덕군 강구면 하저1길 21-34,129.40446700,36.38957900,200,310,공터,,14
475,경상북도,영덕군,축산항지구,목너머,경상북도 영덕군 축산면 영덕대게로 2138,129.44353700,36.51205700,400,70,공터,,15
476,경상북도,영덕군,축산항지구,블루로드길,경상북도 영덕군 축산면 축산항2길 9-32,129.44420500,36.50136200,100,70,공터,,40
477,경상북도,영덕군,축산항지구,와우산,경상북도 영덕군 축산면 축산항5길 11-2,129.44659700,36.51082700,200,100,공터,,30
478,경상북도,영덕군,축산항지구,죽도산,경상북도 영덕군 축산면 축산항길 97,129.45088900,36.50765400,300,400,공터,,40
479,경상북도,영덕군,축산항지구,축산항초교,경상북도 영덕군 축산면 축산항초교길 2,129.44252400,36.50932700,400,600,학교운동장,,20
480,경상북도,영덕군,하저지구,문화교맞은편뒤,경상북도 영덕군 강구면 하저길 419-8,129.40688800,36.39061200,100,200,공터,,15
470,경상북도,영덕군,창포지구,창포활어대게횟집 뒤,경상북도 영덕군 영덕읍 영덕대게로 811,129.42878400,36.40887500,30,130,공터,,35
471,경상북도,영덕군,창포지구,제당옆골목,경상북도 영덕군 영덕읍 창포1길 5,129.42864600,36.41131800,30,90,공터,,24
513,경상북도,울진군,구산지구2,구산비치모텔뒤공터,경상북도 울진군 기성면 구산리 391,129.46474540,36.75207460,300,360,공터,,20
514,경상북도,울진군,구산지구2,동해월송정옥상,경상북도 울진군 기성면 구산리 418-1,129.46424660,36.75505800,300,280,공공건축물,,22
515,경상북도,울진군,구산지구1,태평양횟집뒷산,경상북도 울진군 기성면 구산리 48-2,129.47134330,36.76268400,150,150,공터,,22
516,경상북도,울진군,구산지구1,마을뒤고지대밭,경상북도 울진군 기성면 구산리 83,129.47396810,36.76336610,300,240,공터,,19
517,경상북도,울진군,기성지구,비행훈련원기숙사,경상북도 울진군 기성면 기성로 721,129.45008160,36.80232990,1000,550,공공건축물,,40
518,경상북도,울진군,망양지구2,망양정옛터,경상북도 울진군 기성면 망양리 산68,129.42778700,36.84953300,300,90,공터,,19
507,경상북도,울진군,기성지구,기성리 321번지 일대 밭,경상북도 울진군 기성면 척산리 321,129.45133300,36.80111600,100,250,공터,,20
508,경상북도,울진군,망양지구2,삼성모텔 뒤 야산,경상북도 울진군 기성면 망양로 111,129.42919800,36.84620600,200,100,공터,,18
509,경상북도,울진군,망양지구1,늘푸른민박,경상북도 울진군 기성면 망양로 217-1,129.42531100,36.85498000,200,100,민간건축물,,14
510,경상북도,울진군,사동지구1,사동초등학교,경상북도 울진군 기성면 사동리 455,129.43780400,36.83009900,500,90,학교운동장,,15
511,경상북도,울진군,구산지구1,구산중앙교회옆,경상북도 울진군 기성면 구산리 177,129.46655490,36.76118690,200,240,공터,,22
500,경상북도,울진군,진복지구2,만영수산뒤밭,경상북도 울진군 근남면 진복리 174,129.41716200,36.92183700,100,175,공터,,13
501,경상북도,울진군,진복지구2,진복2리복지회관뒤밭,경상북도 울진군 근남면 진복리 231-2,129.41591300,36.91832700,150,80,공터,,9
502,경상북도,울진군,진복지구1,진복리522번지일대공터,경상북도 울진군 근남면 진복리 522,129.41451600,36.92698700,100,325,공터,,19
503,경상북도,울진군,진복지구1,진복리651번지일대,경상북도 울진군 근남면 진복리 651,129.41352300,36.92921600,300,320,공터,,8
504,경상북도,울진군,진복지구1,펜션뒤밭,경상북도 울진군 근남면 진복리 716-3,129.41484900,36.93164600,100,200,공터,,5
505,경상북도,울진군,기성지구,기성리 451번지 옆 도로,경상북도 울진군 기성면 기성리 451번지,129.45704770,36.80379280,300,370,도로변,,30
506,경상북도,울진군,기성지구,기성리 135번지 일대 밭,경상북도 울진군 기성면 척산리 135,129.44907800,36.79640100,100,100,공터,,15
496,경상북도,울진군,"산포지구1,2",망양정,경상북도 울진군 근남면 산포리 714,129.41273200,36.96658500,100,130,공터,,42
497,경상북도,울진군,수산지구,수산리421번지일대,경상북도 울진군 근남면 수산리 421,129.39406800,36.96974400,100,1500,공터,,21
498,경상북도,울진군,수산지구,수산리483-1번지일대,경상북도 울진군 근남면 수산리 483-1,129.39783700,36.97183300,80,1200,공터,,12
499,경상북도,울진군,수산지구,수산리493번지공터,경상북도 울진군 근남면 수산리 493,129.39710900,36.97301100,300,1200,공터,,10
491,경상북도,울진군,산포지구5,산포리313번지일대밭,경상북도 울진군 근남면 산포리 313,129.41517000,36.94766100,100,250,공터,,20
492,경상북도,울진군,산포지구5,산포3리마을회관,경상북도 울진군 근남면 산포리 75-1,129.41725200,36.94649900,100,170,공공건축물,,7
538,경상북도,울진군,오산지구2,오산항 등대,경상북도 울진군 매화면 오산리 238,129.41763300,36.89438100,100,340,공터,,43
530,경상북도,울진군,사동지구2,사동3리마을뒷산,경상북도 울진군 기성면 사동리 산75,129.44445500,36.82544400,100,160,공터,,26
531,경상북도,울진군,기성지구,기성초등학교,경상북도 울진군 기성면 척산2길 24-4,129.44946360,36.79795710,500,250,학교운동장,,17
532,경상북도,울진군,오산지구3,해양레포츠센터,경상북도 울진군 매화면 오산항길 59,129.41286600,36.89011200,100,25,공공건축물,,5
527,경상북도,울진군,사동지구2,마을뒤고지대,경상북도 울진군 기성면 사동리 168,129.44646000,36.82322700,300,90,공터,,15
528,경상북도,울진군,사동지구1,마을뒤도로,경상북도 울진군 기성면 사동리 308-1,129.44547500,36.82892600,300,100,공터,,15
529,경상북도,울진군,사동지구1,사동2리마을뒷산,경상북도 울진군 기성면 사동리 산13,129.44381800,36.82863300,100,100,공터,,21
519,경상북도,울진군,망양지구1,마을뒤고지대,경상북도 울진군 기성면 망양리 515-1,129.42315100,36.85236300,500,300,공터,,19
520,경상북도,울진군,봉산지구2,봉산2리마을회관뒤밭,경상북도 울진군 기성면 봉산리 115-2,129.47445970,36.77055710,200,120,공터,,15
521,경상북도,울진군,봉산지구1,봉산리 150-1 일대 밭,경상북도 울진군 기성면 봉산리 150-1,129.47127100,36.77472500,100,100,공터,,15
522,경상북도,울진군,봉산지구1,봉산1리마을뒷산,경상북도 울진군 기성면 봉산리 306,129.46900300,36.78018700,100,100,공터,,26
523,경상북도,울진군,봉산지구1,봉산1리개인주택,경상북도 울진군 기성면 봉산리 322,129.46593410,36.78152360,300,250,민간건축물,,23
524,경상북도,울진군,봉산지구1,봉산리 490번지 인근도로,경상북도 울진군 기성면 봉산리 490,129.45892300,36.78855700,1000,500,도로변,,24
525,경상북도,울진군,봉산지구2,마을뒷산묘지,경상북도 울진군 기성면 봉산리 산60,129.47411850,36.77175170,300,60,공터,,17
526,경상북도,울진군,봉산지구2,봉산2리개인주택,경상북도 울진군 기성면 봉산리 75-3,129.47568750,36.76916230,500,130,민간건축물,,15
512,경상북도,울진군,구산지구1,구산침례교회뒷산,경상북도 울진군 기성면 구산리 305,129.46573580,36.75840080,300,200,공터,,21
562,경상북도,울진군,연지지구 1,연지리495-1번지도로일대,경상북도 울진군 울진읍 연지리 495-1,129.41648300,37.00502400,300,240,도로변,,26
563,경상북도,울진군,온양지구 1,온양2리마을회관뒷산,경상북도 울진군 울진읍 온양리 127-2,129.40764400,37.02781000,100,130,공터,,25
556,경상북도,울진군,부구지구1,부구교회뒤밭,경상북도 울진군 북면 부구리 211-18,129.37473300,37.10583000,50,330,공터,,16
557,경상북도,울진군,부구지구2,두산중공업사원아파트뒤밭,경상북도 울진군 북면 부구리 319-1,129.36710100,37.10221600,200,420,공터,,26
558,경상북도,울진군,부구지구2,부구리528일대밭,경상북도 울진군 북면 부구리 528,129.36570100,37.10117400,200,180,공터,,25
559,경상북도,울진군,부구지구1,부구초등학교옆,경상북도 울진군 북면 부구리 278,129.37202900,37.10230070,100,520,공터,,24
553,경상북도,울진군,나곡지구2,만남의광장앞도로,경상북도 울진군 북면 나곡리 산169,129.36780400,37.12857200,200,390,도로변,,16
554,경상북도,울진군,부구지구1,북면사무소,경상북도 울진군 북면 부구3길 12,129.37286900,37.10487900,100,200,공공건축물,,8
555,경상북도,울진군,부구지구1,마을회관뒤밭,경상북도 울진군 북면 부구리 158,129.37243100,37.10386000,50,80,공터,,12
546,경상북도,울진군,나곡지구3,한수원아파트,경상북도 울진군 북면 나곡리 178-1,129.37177000,37.10953400,500,610,공터,,8
547,경상북도,울진군,나곡지구3,나곡리 50-18 야산,경상북도 울진군 북면 나곡리 50-18,129.37586000,37.11359500,40,250,공터,,15
548,경상북도,울진군,나곡지구3,석호마을아파트,경상북도 울진군 북면 나곡리 62-1,129.37348400,37.11445600,330,230,도로변,,7
549,경상북도,울진군,나곡지구2,모텔휠파크앞도로,경상북도 울진군 북면 나곡리 686-7,129.37064800,37.12441400,360,280,도로변,,14
550,경상북도,울진군,나곡지구2,나곡리725-2일대밭,경상북도 울진군 북면 나곡리 725-2,129.36918700,37.12534500,200,390,공터,,15
551,경상북도,울진군,나곡지구2,나곡비치모텔,경상북도 울진군 북면 나곡리 880,129.37064700,37.12714600,50,60,공터,,15
552,경상북도,울진군,나곡지구1,나곡리1146-3주변,경상북도 울진군 북면 나곡리 산14-16,129.36137800,37.14178000,100,410,공터,,33
539,경상북도,울진군,오산지구3,마을뒤고지대,경상북도 울진군 매화면 오산리 253-2,129.41682100,36.89380700,200,510,공터,,9
540,경상북도,울진군,오산지구3,순복음교회뒷산,경상북도 울진군 매화면 오산리 294,129.41493700,36.89279200,150,360,공터,,11
541,경상북도,울진군,오산지구1,오산3리뒷산,경상북도 울진군 매화면 오산리 561,129.41303400,36.90426700,250,450,공터,,11
542,경상북도,울진군,오산지구1,마을뒤고지대,경상북도 울진군 매화면 오산리 642-1,129.41403200,36.90945000,380,320,공터,,14
543,경상북도,울진군,부구지구2,사슴농장앞도로,경상북도 울진군 북면 중흥부길 35-10,129.35715900,37.10280700,100,720,도로변,,18
544,경상북도,울진군,나곡지구1,금세골,경상북도 울진군 북면 나곡리 1134,129.35948300,37.14325000,100,170,도로변,,49
545,경상북도,울진군,나곡지구3,나곡리 129-4 공터,경상북도 울진군 북면 나곡리 129-4,129.35876500,37.12575000,40,880,공터,,21
533,경상북도,울진군,"덕신지구1,2",덕신휴게소뒷산,경상북도 울진군 매화면 덕신리 255-1,129.41425100,36.87928100,250,780,공터,,25
534,경상북도,울진군,"덕신지구1,2",마을뒤고지대밭,경상북도 울진군 매화면 덕신리 317,129.41335400,36.88202800,250,670,공터,,11
535,경상북도,울진군,"덕신지구1,2",덕신감리교회뒷편,경상북도 울진군 매화면 덕신리 406-3,129.41448100,36.88408600,250,220,공터,,6
536,경상북도,울진군,"덕신지구1,2",덕신리마을뒷산,경상북도 울진군 매화면 덕신리 476-1,129.41326600,36.88695200,250,230,공터,,11
537,경상북도,울진군,오산지구2,망양정로,경상북도 울진군 매화면 오산리 106-4,129.41858100,36.89720200,100,180,도로변,,18
582,경상북도,울진군,"죽변1,2지구",죽변119안전센터,경상북도 울진군 죽변면 후정리 381-6,129.41267200,37.05511700,30,1000,공공건축물,,26
583,경상북도,울진군,거일지구2,거일평화교회,경상북도 울진군 평해읍 울진대게로 603-12,129.47321200,36.70513200,48,100,공터,,27
584,경상북도,울진군,거일지구2,마을뒷산고지대 1,경상북도 울진군 평해읍 거일리 192,129.47386300,36.70375100,48,250,공터,,27
575,경상북도,울진군,봉평지구1,이안빌라뒷편,경상북도 울진군 죽변면 봉평리 산 76-1,129.41234800,37.04269200,100,170,공터,,16
576,경상북도,울진군,"죽변1,2지구",죽변초등학교,경상북도 울진군 죽변면 죽변3길 17,129.42178100,37.06381100,450,490,학교운동장,,17
577,경상북도,울진군,"죽변1,2지구",죽변중고등학교,경상북도 울진군 죽변면 죽변4길 19,129.42030000,37.06457900,500,580,학교운동장,,21
578,경상북도,울진군,"죽변1,2지구",동도빌라,경상북도 울진군 죽변면 죽변리 197-1,129.42362500,37.06426500,500,290,공터,,34
579,경상북도,울진군,"죽변1,2지구",정구장,경상북도 울진군 죽변면 죽변리 1-43,129.42818300,37.05763100,450,680,공터,,26
570,경상북도,울진군,"연지지구 2, 3",연지1리마을회관,경상북도 울진군 울진읍 현내항길 307,129.41533200,36.99150800,200,40,공공건축물,,15
571,경상북도,울진군,봉평지구2,봉평1리마을회관,경상북도 울진군 죽변면 봉평리 292-11,129.41340200,37.03426000,100,100,공공건축물,,13
572,경상북도,울진군,봉평지구2,죽변비취모텔뒷편,경상북도 울진군 죽변면 봉평리 200,129.41371700,37.03741400,100,560,공터,,13
573,경상북도,울진군,봉평지구1,골마야산밭,경상북도 울진군 죽변면 봉평리 577,129.40991700,37.04767800,50,490,공터,,16
574,경상북도,울진군,봉평지구1,봉평신라비전시관옆,경상북도 울진군 죽변면 봉평리 산 71-3,129.40733500,37.04393900,100,560,공터,,17
564,경상북도,울진군,온양지구 2,고래꿈호텔,경상북도 울진군 울진읍 온양리 317-4,129.41211600,37.01583700,300,320,공터,,22
565,경상북도,울진군,온양지구 1,온양리175번지일대,경상북도 울진군 울진읍 온양리 175,129.40690900,37.02532800,100,220,공터,,17
566,경상북도,울진군,온양지구 2,온양교원사택앞,경상북도 울진군 울진읍 온양리 224-27,129.40870200,37.02370800,50,190,공터,,15
567,경상북도,울진군,온양지구 1,교원사택,경상북도 울진군 울진읍 울진북로 925,129.40838100,37.02405100,500,100,공터,,5
568,경상북도,울진군,읍남지구 1,읍남리102-1번지마을뒤언덕,경상북도 울진군 울진읍 읍남리 102-1,129.40571600,36.98084600,100,340,공터,,9
569,경상북도,울진군,읍남지구 2,읍남리145번지일대밭,경상북도 울진군 울진읍 읍남리 152-1,129.40839300,36.98581300,100,210,공터,,23
560,경상북도,울진군,"연지지구 2, 3",대동빌라,경상북도 울진군 울진읍 현내항길 191,129.41432000,36.99162100,180,60,공공건축물,,25
561,경상북도,울진군,연지지구 1,연지리406-1번지일대,경상북도 울진군 울진읍 연지리 406-1,129.41587400,37.00262800,100,550,공터,,22
611,경상북도,울진군,금음지구1,어업무선국송신소,경상북도 울진군 후포면 동해대로 307-18,129.43467100,36.66954500,300,100,공터,,24
612,경상북도,울진군,삼율지구1,후포초등학교,경상북도 울진군 후포면 삼율5길 8,129.44141900,36.68117100,9000,350,학교운동장,,18
603,경상북도,울진군,금음지구1,마을뒤고지대(주차장),경상북도 울진군 후포면 금음리 113-1,129.43127800,36.66809800,300,240,공터,,20
604,경상북도,울진군,금음지구1,마을뒤공터,경상북도 울진군 후포면 금음리 114-6,129.42948700,36.66724000,200,160,공터,,15
605,경상북도,울진군,금음지구2,국도옆산마루측구,경상북도 울진군 후포면 금음리 259,129.43103900,36.66088800,300,80,공터,,25
606,경상북도,울진군,금음지구3,구 7번국도,경상북도 울진군 후포면 금음리 385,129.43624900,36.67376600,500,300,도로변,,40
607,경상북도,울진군,금음지구3,구7번국도,경상북도 울진군 후포면 금음리 392,129.42240800,36.64519000,500,200,도로변,,20
598,경상북도,울진군,직산지구1,직산1리 마을회관 뒤 고지대,경상북도 울진군 평해읍 직산리 61-1,129.47453300,36.73243300,70,150,공터,,15
599,경상북도,울진군,직산지구2,직산2리마을회관뒷산,경상북도 울진군 평해읍 직산리 산42,129.47061700,36.72347200,70,60,공터,,18
600,경상북도,울진군,삼율지구3,남울진청년회의소,경상북도 울진군 후포면 정실2길 104,129.43562700,36.67757800,300,350,공터,,20
601,경상북도,울진군,후포지구4,선재하이츠빌라옥상,경상북도 울진군 후포면 후포로 121,129.45399000,36.68176500,200,200,민간건축물,,17
602,경상북도,울진군,삼율지구3,보성장여관,경상북도 울진군 후포면 후포삼율로 70,129.44049400,36.67652100,200,250,민간건축물,,15
593,경상북도,울진군,월송지구2,월송2리마을회관뒷산,경상북도 울진군 평해읍 월송리 산22-6,129.45951800,36.73927700,200,600,공터,,25
594,경상북도,울진군,직산지구1,해뜨는 바다펜션 옆 고지대,경상북도 울진군 평해읍 직산리 28-2,129.47512200,36.73314200,70,180,공터,,18
595,경상북도,울진군,직산지구1,해뜨는 바다펜션 뒷산,경상북도 울진군 평해읍 직산리 20-1,129.47508200,36.73295700,84,240,공터,,20
596,경상북도,울진군,직산지구2,직산2리 282번지 밭 일대,경상북도 울진군 평해읍 직산리 288,129.47029100,36.71971800,70,250,공터,,22
597,경상북도,울진군,직산지구2,직산보건소뒷산,경상북도 울진군 평해읍 직산리 317,129.46952100,36.72138700,70,180,공터,,18
588,경상북도,울진군,거일지구1,마을뒷산고지대 5,경상북도 울진군 평해읍 거일리 산29,129.47113500,36.71427200,47,260,공터,,25
589,경상북도,울진군,거일지구1,파도향기펜션,경상북도 울진군 평해읍 거일리 61-2,129.47272700,36.71147500,48,230,공터,,20
590,경상북도,울진군,거일지구1,평해연수원뒷산,경상북도 울진군 평해읍 거일리 산63,129.47260000,36.70824200,47,120,공터,,25
591,경상북도,울진군,월송지구1,월송초등학교,경상북도 울진군 평해읍 월송길 59,129.45899500,36.73589400,388,600,학교운동장,,15
592,경상북도,울진군,월송지구3,마을뒷산고지대,경상북도 울진군 평해읍 월송리 산18,129.45822300,36.74132600,200,600,공터,,27
585,경상북도,울진군,거일지구1,마을뒷산고지대 2,경상북도 울진군 평해읍 거일리 83-1,129.47292200,36.70833400,48,100,공터,,27
586,경상북도,울진군,거일지구1,마을뒷산고지대 3,경상북도 울진군 평해읍 거일리 산153-1,129.47466200,36.70104100,48,150,공터,,25
587,경상북도,울진군,거일지구1,마을뒷산고지대 4,경상북도 울진군 평해읍 거일리 산159,129.47490600,36.69918300,48,150,공터,,25
580,경상북도,울진군,"죽변1,2지구",죽변면 보건지소,경상북도 울진군 죽변면 죽변리 57-1,129.42254200,37.06119600,840,380,공공건축물,,15
581,경상북도,울진군,"죽변1,2지구",용진모텔뒤공터,경상북도 울진군 죽변면 후정리 277-1,129.41725800,37.05861000,100,610,공터,,16
637,경상북도,울릉군,저동지구,울릉고등학교,경상북도 울릉군 울릉읍 도동리 350,130.90769200,37.49285800,700,192,학교운동장,,27
638,경상북도,울릉군,천부지구,북면사무소,경상북도 울릉군 북면 천부리 529-8,130.87472700,37.54079700,200,146,공터,,16
639,경상북도,울릉군,천부지구,천부초등학교,경상북도 울릉군 북면 천부리 694,130.87140200,37.53706500,300,228,학교운동장,,55
640,경상북도,울릉군,태하지구,태하분교,경상북도 울릉군 서면 태하리 521-2,130.80209800,37.51288700,50,351,학교운동장,,16
641,경상북도,울릉군,태하지구,태하출장소,경상북도 울릉군 서면 태하리 539-27,130.80099700,37.51232500,50,343,공터,,14
642,경상북도,울릉군,현포지구,현포분교,경상북도 울릉군 북면 현포리 549,130.82201300,37.52445100,300,231,학교운동장,,33
643,전라남도,화순군,선택안함,북면중학교 운동장,전라남도 화순군 백아면 이천리 26,127.13469610,35.16575542,6909,0,,,0
644,전라남도,화순군,선택안함,아산초등학교 운동장,전라남도 화순군 백아면 이천리 55번지,127.13334775,35.16877658,3030,0,,,0
645,전라남도,화순군,선택안함,춘양초등학교 운동장,전라남도 화순군 춘양면 춘양로 124,126.95968839,34.94956153,5576,0,,,0
646,경상북도,고령군,선택안함,성산초등학교 운동장,경상북도 고령군 성산면 성산로 902,128.36087000,35.74859500,9975,0,,,0
647,전라남도,화순군,선택안함,도곡초등학교 운동장,전라남도 화순군 도곡면 천암1길 71,126.90860000,35.01310000,5091,0,,,0
648,경상북도,고령군,선택안함,성산중학교 운동장,경상북도 고령군 성산면 운성로 877,128.36258100,35.75087400,2525,0,,,0
